,id_student,gender,region,highest_education,age_band,disability,final_result,score
10587,556140,M,South Region,Lower Than A Level,0-35,N,Pass,72.0
10588,556140,M,South Region,Lower Than A Level,0-35,N,Pass,72.0
10589,556251,M,North Western Region,A Level or Equivalent,0-35,N,Pass,68.0
10590,556251,M,North Western Region,A Level or Equivalent,0-35,N,Pass,68.0
10591,556440,M,Scotland,HE Qualification,35-55,Y,Fail,82.0
10592,556440,M,Scotland,HE Qualification,35-55,Y,Pass,82.0
10593,556476,F,London Region,Lower Than A Level,0-35,Y,Fail,16.0
10594,556645,M,East Anglian Region,A Level or Equivalent,35-55,N,Fail,64.0
10595,556645,M,East Anglian Region,A Level or Equivalent,35-55,N,Pass,64.0
10596,556824,M,Scotland,HE Qualification,35-55,N,Distinction,92.0
10597,557608,F,South East Region,A Level or Equivalent,0-35,N,Withdrawn,62.0
10598,557650,M,London Region,Lower Than A Level,35-55,N,Pass,71.0
10599,557650,M,London Region,Lower Than A Level,35-55,N,Pass,71.0
10600,557959,M,Yorkshire Region,HE Qualification,35-55,N,Pass,67.0
10601,558440,F,South West Region,Lower Than A Level,0-35,Y,Withdrawn,54.0
10602,558440,F,South West Region,Lower Than A Level,0-35,Y,Pass,54.0
10603,558463,M,South Region,Lower Than A Level,0-35,N,Pass,81.0
10604,558463,M,South Region,Lower Than A Level,0-35,N,Pass,81.0
10605,558839,M,Scotland,A Level or Equivalent,0-35,N,Pass,80.0
10606,559225,M,Scotland,A Level or Equivalent,0-35,N,Fail,79.0
10607,559518,M,East Anglian Region,Lower Than A Level,0-35,N,Fail,53.0
10608,559518,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,53.0
10609,559672,M,North Region,A Level or Equivalent,0-35,N,Withdrawn,76.0
10610,559672,M,North Region,A Level or Equivalent,0-35,N,Pass,76.0
10611,559863,M,Ireland,Lower Than A Level,35-55,N,Distinction,90.0
10612,559863,M,Ireland,Lower Than A Level,35-55,N,Pass,90.0
10613,560064,M,South West Region,Lower Than A Level,35-55,N,Fail,51.0
10614,560065,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,76.0
10615,560399,M,South Region,HE Qualification,35-55,N,Withdrawn,74.0
10616,560399,M,South Region,HE Qualification,35-55,N,Pass,74.0
10617,560554,M,North Western Region,A Level or Equivalent,0-35,N,Fail,41.0
10618,560723,M,Scotland,Lower Than A Level,0-35,N,Withdrawn,74.0
10619,560723,M,Scotland,Lower Than A Level,0-35,N,Pass,74.0
10620,560879,F,North Western Region,A Level or Equivalent,0-35,N,Pass,71.0
10621,560879,F,North Western Region,A Level or Equivalent,0-35,N,Pass,71.0
10622,561009,F,Scotland,A Level or Equivalent,0-35,Y,Pass,85.0
10623,561009,F,Scotland,A Level or Equivalent,0-35,Y,Pass,85.0
10624,561113,F,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,61.0
10625,561195,M,Scotland,Lower Than A Level,35-55,N,Pass,67.0
10626,561195,M,Scotland,Lower Than A Level,35-55,N,Pass,67.0
10627,561208,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,76.0
10628,561208,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,76.0
10629,561208,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,76.0
10630,561476,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,89.0
10631,561476,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,89.0
10632,561560,M,East Midlands Region,Lower Than A Level,0-35,N,Fail,78.0
10633,561826,F,London Region,HE Qualification,0-35,N,Pass,79.0
10634,561826,F,London Region,HE Qualification,0-35,N,Pass,79.0
10635,561848,M,London Region,A Level or Equivalent,0-35,N,Fail,60.0
10636,561848,M,London Region,A Level or Equivalent,0-35,N,Withdrawn,60.0
10637,561848,M,London Region,A Level or Equivalent,0-35,N,Fail,60.0
10638,561913,M,Scotland,HE Qualification,35-55,N,Pass,67.0
10639,561913,M,Scotland,HE Qualification,35-55,N,Pass,67.0
10640,562437,M,South East Region,A Level or Equivalent,0-35,N,Withdrawn,63.0
10641,562437,M,South East Region,A Level or Equivalent,0-35,N,Pass,63.0
10642,562884,F,Yorkshire Region,HE Qualification,35-55,N,Pass,72.0
10643,563016,M,Yorkshire Region,HE Qualification,55<=,N,Pass,92.0
10644,563016,M,Yorkshire Region,HE Qualification,55<=,N,Pass,92.0
10645,563051,M,Ireland,A Level or Equivalent,0-35,N,Pass,72.0
10646,563051,M,Ireland,A Level or Equivalent,0-35,N,Pass,72.0
10647,563230,M,Yorkshire Region,HE Qualification,0-35,N,Withdrawn,91.0
10648,563230,M,Yorkshire Region,HE Qualification,0-35,N,Distinction,91.0
10649,563321,M,South Region,HE Qualification,0-35,N,Pass,83.0
10650,563321,M,South Region,HE Qualification,0-35,N,Pass,83.0
10651,563920,M,South East Region,Lower Than A Level,35-55,N,Pass,71.0
10652,564213,M,London Region,Lower Than A Level,0-35,N,Pass,71.0
10653,564213,M,London Region,Lower Than A Level,0-35,N,Pass,71.0
10654,564356,F,Yorkshire Region,A Level or Equivalent,0-35,N,Withdrawn,58.0
10655,564356,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,58.0
10656,564649,M,Scotland,A Level or Equivalent,35-55,N,Fail,38.0
10657,564714,M,East Anglian Region,HE Qualification,0-35,Y,Fail,69.0
10658,564714,M,East Anglian Region,HE Qualification,0-35,Y,Pass,69.0
10659,564931,F,South West Region,Lower Than A Level,0-35,N,Withdrawn,72.0
10660,565066,M,South East Region,Lower Than A Level,0-35,N,Withdrawn,50.0
10661,565109,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,84.0
10662,565109,M,West Midlands Region,Lower Than A Level,0-35,N,Distinction,84.0
10663,565605,F,Scotland,Lower Than A Level,35-55,N,Pass,94.0
10664,565743,M,North Western Region,Lower Than A Level,35-55,N,Pass,46.0
10665,565840,M,Wales,A Level or Equivalent,0-35,N,Withdrawn,43.0
10666,565840,M,Wales,A Level or Equivalent,0-35,N,Fail,43.0
10667,566135,M,North Western Region,A Level or Equivalent,0-35,N,Pass,77.0
10668,566135,M,North Western Region,A Level or Equivalent,0-35,N,Pass,77.0
10669,566447,F,Wales,HE Qualification,0-35,N,Distinction,99.0
10670,566464,M,South Region,A Level or Equivalent,0-35,N,Pass,81.0
10671,566694,F,South Region,Lower Than A Level,0-35,N,Withdrawn,74.0
10672,566694,F,South Region,Lower Than A Level,0-35,N,Pass,74.0
10673,566938,M,London Region,Lower Than A Level,35-55,N,Distinction,97.0
10674,566979,M,North Western Region,Lower Than A Level,0-35,N,Pass,89.0
10675,566979,M,North Western Region,Lower Than A Level,0-35,N,Distinction,89.0
10676,567152,M,London Region,HE Qualification,0-35,N,Withdrawn,83.0
10677,567152,M,London Region,HE Qualification,0-35,N,Pass,83.0
10678,567304,M,London Region,Lower Than A Level,0-35,N,Pass,83.0
10679,567304,M,London Region,Lower Than A Level,0-35,N,Pass,83.0
10680,567451,M,North Western Region,Lower Than A Level,0-35,N,Withdrawn,69.0
10681,567451,M,North Western Region,Lower Than A Level,0-35,N,Pass,69.0
10682,567597,F,East Anglian Region,A Level or Equivalent,0-35,Y,Pass,90.0
10683,567597,F,East Anglian Region,A Level or Equivalent,0-35,Y,Withdrawn,90.0
10684,567719,F,North Western Region,A Level or Equivalent,0-35,N,Fail,62.0
10685,567888,M,South East Region,HE Qualification,55<=,N,Distinction,97.0
10686,567888,M,South East Region,HE Qualification,35-55,N,Distinction,97.0
10687,568307,F,North Western Region,Lower Than A Level,0-35,N,Withdrawn,25.0
10688,568596,M,Scotland,A Level or Equivalent,0-35,N,Withdrawn,100.0
10689,568691,F,London Region,A Level or Equivalent,35-55,N,Distinction,95.0
10690,568948,M,North Western Region,A Level or Equivalent,0-35,N,Distinction,92.0
10691,568948,M,North Western Region,A Level or Equivalent,0-35,N,Pass,92.0
10692,569049,F,Scotland,A Level or Equivalent,0-35,N,Withdrawn,89.0
10693,569132,M,South East Region,Lower Than A Level,0-35,N,Withdrawn,58.0
10694,569132,M,South East Region,Lower Than A Level,0-35,N,Fail,58.0
10695,569277,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,85.0
10696,569625,M,Scotland,A Level or Equivalent,35-55,N,Fail,78.0
10697,569625,M,Scotland,A Level or Equivalent,35-55,N,Pass,78.0
10698,569944,M,Yorkshire Region,No Formal quals,0-35,N,Distinction,91.0
10699,569944,M,Yorkshire Region,No Formal quals,0-35,N,Distinction,91.0
10700,570453,M,North Western Region,A Level or Equivalent,0-35,N,Pass,65.0
10701,570453,M,North Western Region,A Level or Equivalent,0-35,N,Pass,65.0
10702,570491,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,72.0
10703,570491,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,72.0
10704,570671,M,Ireland,A Level or Equivalent,0-35,Y,Withdrawn,81.0
10705,570671,M,Ireland,A Level or Equivalent,0-35,Y,Pass,81.0
10706,570717,M,North Western Region,Lower Than A Level,35-55,Y,Withdrawn,76.0
10707,570717,M,North Western Region,Lower Than A Level,35-55,Y,Pass,76.0
10708,570732,M,East Midlands Region,Lower Than A Level,0-35,N,Distinction,94.0
10709,570732,M,East Midlands Region,Lower Than A Level,0-35,N,Distinction,94.0
10710,570757,M,Ireland,Post Graduate Qualification,0-35,N,Pass,58.0
10711,570954,M,Scotland,Lower Than A Level,35-55,Y,Withdrawn,59.0
10712,570954,M,Scotland,Lower Than A Level,35-55,Y,Withdrawn,59.0
10713,570985,M,North Western Region,A Level or Equivalent,0-35,N,Pass,85.0
10714,570997,F,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,48.0
10715,571131,M,Wales,Lower Than A Level,0-35,N,Pass,59.0
10716,571131,M,Wales,Lower Than A Level,0-35,N,Pass,59.0
10717,571610,M,South Region,HE Qualification,0-35,N,Withdrawn,73.0
10718,571610,M,South Region,HE Qualification,0-35,N,Pass,73.0
10719,571765,M,South East Region,No Formal quals,0-35,N,Distinction,87.0
10720,571765,M,South East Region,No Formal quals,0-35,N,Pass,87.0
10721,571808,M,West Midlands Region,A Level or Equivalent,35-55,N,Distinction,75.0
10722,571808,M,West Midlands Region,A Level or Equivalent,35-55,N,Pass,75.0
10723,571833,M,East Midlands Region,Lower Than A Level,35-55,N,Pass,70.0
10724,571921,F,Scotland,HE Qualification,35-55,N,Pass,90.0
10725,571921,F,Scotland,HE Qualification,35-55,N,Distinction,90.0
10726,571950,M,North Western Region,No Formal quals,35-55,N,Withdrawn,52.0
10727,571950,M,North Western Region,No Formal quals,35-55,N,Withdrawn,52.0
10728,571950,M,North Western Region,No Formal quals,35-55,N,Withdrawn,52.0
10729,571962,M,Ireland,Lower Than A Level,35-55,N,Fail,60.0
10730,571962,M,Ireland,Lower Than A Level,35-55,N,Pass,60.0
10731,572011,M,North Western Region,A Level or Equivalent,0-35,N,Fail,78.0
10732,572011,M,North Western Region,A Level or Equivalent,0-35,N,Pass,78.0
10733,572098,F,London Region,A Level or Equivalent,35-55,N,Pass,79.0
10734,572231,F,Scotland,Lower Than A Level,0-35,Y,Pass,65.0
10735,572231,F,Scotland,Lower Than A Level,0-35,Y,Pass,65.0
10736,572250,M,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,76.0
10737,572250,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,76.0
10738,572339,M,North Western Region,A Level or Equivalent,35-55,N,Withdrawn,85.0
10739,572396,M,South West Region,Lower Than A Level,0-35,N,Distinction,87.0
10740,572396,M,South West Region,Lower Than A Level,0-35,N,Pass,87.0
10741,572431,M,South West Region,A Level or Equivalent,0-35,N,Pass,82.0
10742,572431,M,South West Region,A Level or Equivalent,0-35,N,Pass,82.0
10743,572537,M,West Midlands Region,A Level or Equivalent,35-55,N,Distinction,97.0
10744,572584,M,London Region,Lower Than A Level,35-55,N,Withdrawn,75.0
10745,572584,M,London Region,Lower Than A Level,35-55,N,Pass,75.0
10746,572588,M,South East Region,A Level or Equivalent,0-35,N,Withdrawn,80.0
10747,572588,M,South East Region,A Level or Equivalent,0-35,N,Distinction,80.0
10748,572589,F,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,69.0
10749,572589,F,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,69.0
10750,572599,M,West Midlands Region,Lower Than A Level,0-35,Y,Withdrawn,79.0
10751,572599,M,West Midlands Region,Lower Than A Level,0-35,Y,Pass,79.0
10752,572735,M,East Anglian Region,Lower Than A Level,35-55,N,Pass,84.0
10753,572735,M,East Anglian Region,Lower Than A Level,35-55,N,Pass,84.0
10754,572746,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,80.0
10755,572754,M,Scotland,A Level or Equivalent,0-35,Y,Withdrawn,71.0
10756,572754,M,Scotland,A Level or Equivalent,0-35,Y,Pass,71.0
10757,572783,M,North Western Region,HE Qualification,35-55,N,Pass,79.0
10758,572783,M,North Western Region,HE Qualification,35-55,N,Pass,79.0
10759,572816,M,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,33.0
10760,572816,M,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,33.0
10761,572874,M,London Region,Lower Than A Level,0-35,N,Pass,84.0
10762,572874,M,London Region,Lower Than A Level,0-35,N,Pass,84.0
10763,572919,F,East Midlands Region,No Formal quals,0-35,N,Pass,70.0
10764,573093,M,South East Region,A Level or Equivalent,35-55,N,Withdrawn,78.0
10765,573093,M,South East Region,A Level or Equivalent,35-55,N,Pass,78.0
10766,573473,M,South Region,Lower Than A Level,0-35,N,Withdrawn,46.0
10767,573473,M,South Region,Lower Than A Level,0-35,N,Pass,46.0
10768,573481,M,South West Region,A Level or Equivalent,0-35,N,Withdrawn,67.0
10769,573481,M,South West Region,A Level or Equivalent,0-35,N,Withdrawn,67.0
10770,573481,M,South West Region,A Level or Equivalent,0-35,N,Withdrawn,67.0
10771,573689,M,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,65.0
10772,573689,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,65.0
10773,573858,M,South East Region,A Level or Equivalent,35-55,N,Pass,73.0
10774,573920,M,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,71.0
10775,573920,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,71.0
10776,573924,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,91.0
10777,574056,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,69.0
10778,574056,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,69.0
10779,574259,M,South West Region,HE Qualification,0-35,N,Pass,72.0
10780,574259,M,South West Region,HE Qualification,0-35,N,Distinction,72.0
10781,574310,F,Yorkshire Region,A Level or Equivalent,0-35,N,Distinction,89.0
10782,574310,F,Yorkshire Region,A Level or Equivalent,0-35,N,Distinction,89.0
10783,574325,M,East Anglian Region,HE Qualification,0-35,N,Fail,63.0
10784,574507,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,73.0
10785,574507,M,West Midlands Region,Lower Than A Level,0-35,N,Pass,73.0
10786,574508,M,North Western Region,HE Qualification,35-55,N,Withdrawn,76.0
10787,574508,M,North Western Region,HE Qualification,35-55,N,Pass,76.0
10788,574586,M,Ireland,A Level or Equivalent,35-55,N,Withdrawn,84.0
10789,574586,M,Ireland,A Level or Equivalent,35-55,N,Pass,84.0
10790,574590,M,South West Region,A Level or Equivalent,0-35,N,Pass,77.0
10791,574590,M,South West Region,A Level or Equivalent,0-35,N,Pass,77.0
10792,574637,M,South Region,A Level or Equivalent,0-35,N,Pass,83.0
10793,574637,M,South Region,A Level or Equivalent,0-35,N,Pass,83.0
10794,574705,M,North Region,Lower Than A Level,0-35,N,Distinction,93.0
10795,574705,M,North Region,Lower Than A Level,0-35,N,Distinction,93.0
10796,574720,M,North Western Region,A Level or Equivalent,0-35,N,Pass,67.0
10797,574720,M,North Western Region,A Level or Equivalent,0-35,N,Pass,67.0
10798,574928,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,74.0
10799,574928,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,74.0
10800,575039,M,West Midlands Region,A Level or Equivalent,35-55,N,Fail,63.0
10801,575039,M,West Midlands Region,A Level or Equivalent,35-55,N,Pass,63.0
10802,575047,M,West Midlands Region,A Level or Equivalent,0-35,N,Fail,58.0
10803,575047,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,58.0
10804,575162,M,Scotland,HE Qualification,0-35,N,Fail,60.0
10805,575162,M,Scotland,HE Qualification,0-35,N,Pass,60.0
10806,575258,M,East Anglian Region,Lower Than A Level,35-55,N,Withdrawn,75.0
10807,575258,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,75.0
10808,575265,M,Yorkshire Region,Lower Than A Level,0-35,N,Withdrawn,77.0
10809,575265,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,77.0
10810,575398,M,North Western Region,Lower Than A Level,0-35,N,Withdrawn,50.0
10811,575398,M,North Western Region,Lower Than A Level,0-35,N,Fail,50.0
10812,575553,M,Ireland,A Level or Equivalent,0-35,N,Withdrawn,79.0
10813,575553,M,Ireland,A Level or Equivalent,0-35,N,Pass,79.0
10814,575763,M,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,76.0
10815,575763,M,North Western Region,A Level or Equivalent,0-35,N,Pass,76.0
10816,575766,M,South Region,Lower Than A Level,0-35,N,Pass,68.0
10817,575766,M,South Region,Lower Than A Level,0-35,N,Pass,68.0
10818,575798,M,South West Region,A Level or Equivalent,0-35,N,Pass,82.0
10819,575798,M,South West Region,A Level or Equivalent,0-35,N,Pass,82.0
10820,576233,M,South East Region,A Level or Equivalent,0-35,N,Fail,68.0
10821,576233,M,South East Region,A Level or Equivalent,0-35,N,Pass,68.0
10822,576251,M,Ireland,A Level or Equivalent,35-55,N,Distinction,94.0
10823,576251,M,Ireland,A Level or Equivalent,35-55,N,Distinction,94.0
10824,576433,M,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,95.0
10825,576433,M,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,95.0
10826,576439,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,89.0
10827,576439,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,89.0
10828,576453,M,Scotland,HE Qualification,35-55,N,Distinction,91.0
10829,576453,M,Scotland,HE Qualification,35-55,N,Distinction,91.0
10830,576541,F,West Midlands Region,A Level or Equivalent,35-55,N,Fail,60.0
10831,576568,M,South West Region,A Level or Equivalent,0-35,N,Pass,83.0
10832,576568,M,South West Region,A Level or Equivalent,0-35,N,Pass,83.0
10833,576791,M,North Region,HE Qualification,0-35,N,Pass,94.0
10834,576791,M,North Region,HE Qualification,0-35,N,Distinction,94.0
10835,576876,M,South East Region,Lower Than A Level,0-35,N,Withdrawn,91.0
10836,576876,M,South East Region,Lower Than A Level,0-35,N,Distinction,91.0
10837,577148,M,London Region,A Level or Equivalent,0-35,N,Withdrawn,50.0
10838,577148,M,London Region,A Level or Equivalent,0-35,N,Fail,50.0
10839,577149,M,Wales,A Level or Equivalent,0-35,N,Withdrawn,66.0
10840,577149,M,Wales,A Level or Equivalent,0-35,N,Pass,66.0
10841,577235,M,North Western Region,Lower Than A Level,35-55,N,Fail,68.0
10842,577235,M,North Western Region,Lower Than A Level,35-55,N,Pass,68.0
10843,577279,M,East Anglian Region,HE Qualification,35-55,N,Distinction,87.0
10844,577279,M,East Anglian Region,HE Qualification,35-55,N,Distinction,87.0
10845,577458,M,South East Region,Lower Than A Level,0-35,N,Fail,52.0
10846,577460,M,North Region,HE Qualification,0-35,N,Withdrawn,84.0
10847,577460,M,North Region,HE Qualification,0-35,N,Distinction,84.0
10848,577551,M,North Region,A Level or Equivalent,0-35,N,Withdrawn,51.0
10849,577551,M,North Region,A Level or Equivalent,0-35,N,Pass,51.0
10850,577566,M,North Region,HE Qualification,0-35,N,Pass,64.0
10851,577566,M,North Region,HE Qualification,0-35,N,Pass,64.0
10852,578000,M,London Region,Lower Than A Level,0-35,N,Fail,74.0
10853,578000,M,London Region,Lower Than A Level,0-35,N,Pass,74.0
10854,578026,M,London Region,Lower Than A Level,0-35,N,Withdrawn,68.0
10855,578026,M,London Region,Lower Than A Level,0-35,N,Fail,68.0
10856,578634,M,South Region,Lower Than A Level,0-35,N,Withdrawn,83.0
10857,578634,M,South Region,Lower Than A Level,0-35,N,Pass,83.0
